textID,text,sentiment,,,,,
af3fbd5681,Aww I got to see my 1st grade teacher s last day before she retired,positive,,,,,
db7211afbf," For sure you should continue to Tweet WHILE on conf call, WHILE worrying about cat and bee.",negative,,,,,
23602f214f,"LOL! Made a huge mess of my school shirt, was using charcoal sticks in 2D art",negative,,,,,
c3459bc0bb, when will she b finished,neutral,,,,,
f02eed05d0,BGT made me cry tonight,negative,,,,,
ff7126ea72,"gawww, why is facebook being so slow?",negative,,,,,
567ef8c2ed, im cool  cant wait to hear these stories xoxo,positive,,,,,
d50a4dc3bf,Bird poo update... Managed to clean it all off but some slight stainage remains  any tips?,neutral,,,,,
d6bd94911e,Also I was conviced to do a happy dance and then told it was the most adorable happy dance ever,positive,,,,,
23bf2d69d2,I day til NYC!!!! and the journey soon begins!!! Music baby,neutral,,,,,
a6623df1a6,i feel in love with pizza girl... now i eat pizza everyday,positive,,,,,
34409c9b8a, 11 30s way early! anyway nigth night  love you!,positive,,,,,
6a36ea6690," If i say PLEASE REPLY TO ME DOUGIE, will you do it? I double dare you",negative,,,,,
c5ec3e9e37, I m not either. We should have went out *snicker* Although I am enjoying listening to RR and my beer,neutral,,,,,
e74d67a818, Hey Esmee. How U doing?,neutral,,,,,
b09824d000," MUAHAHAHHAHAHA...   well, maybe they think I m crazy or something. I haven t scared  yet though",positive,,,,,
3af70d3bc2," nope..not drunk..sometimes I think maybe I should..then maybe Twitter would make sense, ya know!",neutral,,,,,
5e5cb6d0a9,today got her POP! t-shirt & lovess ittt  haha x,positive,,,,,
0db9bf3e1f, EpiCentre Wheelock Place - tourists only..,neutral,,,,,
4de0e1bb73,"Perfect night. Best month of my life so far!! You my boo, ",positive,,,,,
9a6736745f, yayy  you ll can help me im doing my english homeworks which i had to do during the holidays >.<,positive,,,,,
8d40f9e62d, hi ya demi! im glad ur back   http://twitpic.com/4vuuy i personally love the picture! haha,positive,,,,,
727e51734b," Think you should do a tour in England, we dont got to see any aweomse people !!",negative,,,,,
db23b82d03,'Puke In My Mouth' the brilliant response to **** In My Pants  http://tinyurl.com/cy8z7y  Over the top wrong,neutral,,,,,
e03a74beca,"Good morning. haha I just read that the swine flu probably not come s from pigs at all, but from people! Poor pigs who got all the blame!",neutral,,,,,
80b171ef7a,Is bummed out...i don t have even one testimonial on Flickr.,negative,,,,,
d49d1b7de1, I am sorry that you are feeling that way.,negative,,,,,
4809e143db,yeah so Prom Night is now the Craft (good movie),positive,,,,,
0edb544179,"having the flu, not the swinish-one, but the flu.",neutral,,,,,
c50f940f43, don t go to logan square we re pretty sure the shirt isn t there  1 more philly local tmrw,negative,,,,,
9a27ba671e, You should see our floors before you make that offer.  Let me know if you don t receive a call soon.,neutral,,,,,
27c4e1f089,"    I am sending healthy, healing thoughts in the mumborg s direction.",positive,,,,,
9965c5a810,"Not at prom. Ha! Chinese, iced chai, and some old school pokemon. Good night",positive,,,,,
4f6d52cbd8,Prayers for my family and my dog - Mozart is being put down this afternoon.   Pics of him at http://tinyurl.com/mozartdog,neutral,,,,,
6c0bac4f19,"Went on a short flight around the Geelong waterfront.  Surprised at how well I handled it, as I m still exhausted from last weeks meetup",positive,,,,,
e692bbaf63,": I ll keep y all in my prayers but welcome back to TX  Hope you have a good,safe flight",positive,,,,,
365974d586,Good morning scary world!,negative,,,,,
32db5fc0a5,"is back at working auditing away, time to make the hard decisions and be happy",positive,,,,,
600c58d8b3, - ummmm. no comment. LOL. I actually have not watched GH in about a week.,positive,,,,,
792c269f24," i think u have more than enough friends now, including me lol",neutral,,,,,
2c6f1f637b,Zs.Nagy presents  http://www.nordugrid.org/manuals.html,neutral,,,,,
c6322a85c2,_Layne  hmm.. what s ur fav movie?? tv shows??,neutral,,,,,
3aa450d12d, <3 your gonna be the first  twitter ;) cause your amazing lol. come to canada  would do anything to see you perform,positive,,,,,
10ad2966fa, Thankfully that face only shows up for photoshoots,positive,,,,,
96b3a98962," Don t worry, the bizarre will find you",positive,,,,,
b5c13364bb, Sorry - I have failed to grasp your meaning,negative,,,,,
06ae0360a2,"_Walker21 sadly no, I ll be going to the killumbus show. I really want to but no one wants to drive me there",neutral,,,,,
060db97af7," Morning Lou, I Have some housework to do then im off to Church",neutral,,,,,
67d5b57919,Extremely happy to see my new track 'The Awakening' featured on Indivibe   http://www.indivibe.com/vibe.php?city=1,positive,,,,,
a4388148b8, hahaha n I m a do the same for u,neutral,,,,,
e43b9a1497,"I love my mom! Happy Mother s Day, mommies",positive,,,,,
527b27665d,Just Chilling after MCFLY last night! ABSOULUTELY INCREDIBLE! =D i love them!,positive,,,,,
dbe35b6a0d,"God, why can t I be at #asylum? Really. I never get to do anything cool!",negative,,,,,
92c4eadecf,Just got in a fight and kicked out of the bar. At least I knocked him out. Have a fat lip though.  Pulled another number,neutral,,,,,
b1cec36547,"working on mothers day slideshow, cake, card, and balloons  she deserves the best!",positive,,,,,
1b5dea3fe9,"Early bird gets the worm.  And in my case, birder gets to witness the carnage.",neutral,,,,,
8d8c915ea5,_eat_out,neutral,,,,,
9b46f1ae17," Thanks, hope you have a good one",positive,,,,,
1c68a5f609," - You too, thanks for completing  Calvin Appreciated",positive,,,,,
b9a6b682b2,"Morning everyone sorry for going early last night had bad news, felt totally ****   Today is a new day",negative,,,,,
092c10bd84,"Wow, the new Google icons suck   http://bit.ly/z7JIE",neutral,,,,,
84fd3611d6, Hahah! That was the best! Thank god for Terry he was laughing so hard. I miss him   I remember racing trucks with him that ...,positive,,,,,
9b8052833a, tell his people to contact my people,neutral,,,,,
f9bdd41842, KILL IT JASMINE! Haven t talked to you for ages.,negative,,,,,
13c47e9bc8,got an awesome hair cut todayyyy  it looks so hottt haha doing homework,positive,,,,,
9a1eaacda3,"You re never alone Just when you think no one cares, you realize that there  always one person you cares for you",neutral,,,,,
8645bcae50, someone s a sweet tooth  i was dying for somethin sweet so i ve attacked the chock coated tiny teddies all i could find lol,positive,,,,,
b70c6bf768,my apple-mouse doesn t work on my shiny red coffee table...,negative,,,,,
f67575d0e9," (2) in commentary  , I was with her, was sad, very sad",negative,,,,,
ba93b78cfc,Yet another good weekend with someone. Sigh. Man I like the boy..,positive,,,,,
77c659aa89,"about to head to the Strand, goodnight",positive,,,,,
303a1773cf, every day of my life lately.    i feel ya girl <3,neutral,,,,,
aa8b44f1b2, hiya! been looking for you1,positive,,,,,
bf95b25f9d," Aw, that stinks, I m sorry.",negative,,,,,
b21b048c1d,Is trying to recover from a broken heart....yet again for the 2nd or 3rd time,neutral,,,,,
4f7cba2eff," ach, probably not... they are labeled as MI-5, which I believe was the name used when they aired on BBC America",neutral,,,,,
31dbbd2bb4, Ha! Did she find out? The only thing Google came up with was some database acronym and 'dibbs' on the front seat aka shotgun,neutral,,,,,
a7506a67a4,_witty  yes france/belgium was good  carnt belive how much traffic we hit on the way back,neutral,,,,,
b2c81f2c95,My comp is being slo w,negative,,,,,
99c5936498, you didnt send me the text,neutral,,,,,
7315faa6ce, oh mannn i m gonna be there tomorroww,neutral,,,,,
132462ca21,: unfortunately not.  I have to take it to a repair shop or replace it.,negative,,,,,
a7225483b3, : Come to VietNam to make a live Show Miley. there are so much fans love you at Viet Nam,positive,,,,,
2dfb1e0fe3," 'You guys could have fun in a cardboard box'.. I miss you already, bro.",negative,,,,,
3a013a37a6,A little twitter mention on SNL,neutral,,,,,
b70639aec0,Josie s out of surgery. She s now officially unable to procreate. And She s way out of it... Poor medicated baby,negative,,,,,
0b5a804a3c,I signed up for an account on a political website so I could post a comment but it isn t working.,negative,,,,,
78ccd0cec0,_NigerianBoi thanks JT i also enjoyed it i will. r u following me? ill follow u back,positive,,,,,
1c464c8953,Me and mum are lost in grangemouth. Utter hilarity! Totally lost,neutral,,,,,
29da8ca76b, sorry 19/female/atl very lonely,negative,,,,,
9d414d77dd,"Feeling awful, new medication is making me nauseous",negative,,,,,
4d05d59122, inooo arent they just  i wanna just go down there now an meet kyle again.. im too obsessed its not fair!,negative,,,,,
5a2393940b,I need a bear hug  and Im going to camp today!!,neutral,,,,,
2fd9eef1f8," If I could, I d send California sunshine your way.",positive,,,,,
938c32de3e,I need a present for my mom.  Could anybody help me ?!,positive,,,,,
0e3d04ed05," I am in Weirton Julie, way up North at the tippy top! LOL we don t think southern WV folks like us too much.",negative,,,,,
9a0fce6d7e,learning how to use twitter,neutral,,,,,
32eb024489,bad mood and i dont feel good. too bad no one cares,negative,,,,,
6af90a76e4," I love you so much.  Just got into my hiding spot, gonna go check out datalounge",positive,,,,,
2b68738448, - Try this one  ,neutral,,,,,
af087c9deb,"  youre diabetic?   so is my dad.  & i might be too, not sure.  are you still allowed to eat sugar throughout the day?",negative,,,,,
8823244442,I just really want to sleep butmy eyes won t let me,negative,,,,,
9bb06e4848, You should check yourz Rayne.,neutral,,,,,
717e76b467,"_66 I haven t had slip-ons in years, since my checkered days. Matter of fact I only have my torn up all black classics.",neutral,,,,,
3b6fdcc518," Ian and I are going to a matinee tomorrow, or that s the plan at least...it s going to be too expensive for 3d at night",negative,,,,,
f6cb27e38e,He will be here in less than hour,neutral,,,,,
419f3e9ef8," I know, but work is so boring. I prefer the  take on life",negative,,,,,
f29654c873, Gmorning Hermana! Thank you for your testimonial it is wonderful. Posted already.,positive,,,,,
7e46f3f92a, ha. nothing any man does is right on mothers day except for taking kids off mum s hands for whole day,neutral,,,,,
43ad351369,"AHHH - Whatchu talkinï¿½ baby?  HAHAHA I canï¿½t believe youu:O heh, actually I can. Life is worth taking risks... http://tumblr.com/xs81qy54s",positive,,,,,
853ebd7b47, Our raid leader made us run drills to practice switching,neutral,,,,,
ef60a2d1e7," And Clang rocks, so you re using it, right?  Anyways, according to the comments it s in apple s gcc too, dunno how public tho",neutral,,,,,
983088f2b4,"Unlike cierra, i look like poop today. Whatevahh, lol.",neutral,,,,,
50b353f751,Off to enjoy a Hanami picnic at the cherry tree park. Hope the weather stays nice.,positive,,,,,
c4cad35b0f,The comp deleted half my apps,negative,,,,,
9c44566550,"In Whin Park on the swings, victory is all mine right now",positive,,,,,
32b28d840b,Well it would seem that you can enter nine 0s if you are an Individual without a SSN/ITIN or EIN according to Apple.  Hurray!,positive,,,,,
d576839165, because its like ten times better than this place xD and its so beautiful and fun  and they have gold coast hot dogs!! xD,positive,,,,,
86f3b2e352,Whole body is sore from moving hundreds of pieces of luggage last weekend.   Guess I should visit the gym more often,neutral,,,,,
ef1eb004ff, oh you are too kind,positive,,,,,
36bc98037c," yeah, so quick! And I m using the 5mm addi s I bought on Sat and it makes it even smoother",positive,,,,,
faaf6a6f64, I don t even look at their fabric unless I need polar fleece.   It s worth the extra $ to go to Needle and Thread.,neutral,,,,,
69789cff46,Pleeaaasee come out sun,neutral,,,,,
586a76af3d,"  ummm...last night when I DM d you, you said it was a 'good' question.",positive,,,,,
dfd9f1800b," man, I am really sorry",negative,,,,,
e0090fba83,watching the jobros live chat .. not live though  haha.,neutral,,,,,
d9e1b10a4f,wow.. tomorrow and then it s over. i ll never see some of those people again. it s kind of sad.,negative,,,,,
0e5d9cd378,NCAA Baseball Road 2 Omaha: South Carolina just hit a 3-run homerun. Dagger 2 my heart.    Mason 1 - South Carolina 3..,negative,,,,,
1a82a50aa9," I send messages to greg all the time, no answer  its ok I still love o & a, goog luck with your move to Erie.",positive,,,,,
57ee48d640, the honesty s to much...........  Sorry couldn t resist;),neutral,,,,,
e0794d1a3e,oh ok i always wondered how that worked. i only have the top of my ear done. i dont think i could get anything else pierced,neutral,,,,,
2baa1924cd,noooooooo...another headache...hopefully not a migraine,neutral,,,,,
c3261537c6,10.11PM~ todays a drag for me. so bored. im about to get into the romance book so i prob wont be on til the morn  night twitter babes ;),negative,,,,,
4acd2d7380,"twitter fam, i m about to hop back on AIM i went ghost on y all lolz sowwy",negative,,,,,
259ab53f07, i make them good girls go bad,negative,,,,,
c180265483,Sites that republish my blog s feed often end up higher than my blog on Google search results,negative,,,,,
1e7956b538,Going to have dinner. bbs,neutral,,,,,
c8a9799256, we can all but hope... georgia is still wide awake and has the hiccups,neutral,,,,,
9fdac069e1,no phone  i knew i should ve charged it last night. SIGH,neutral,,,,,
e27ea173e0, quite,neutral,,,,,
e468a185dc,oh yes! Level 40,positive,,,,,
fe626ba958,my baby s off on his adventure. 14.5 hours in the car up to Lake Ann Mi. I admit it. I cried a little when the truck pulled out...,negative,,,,,
995db37ffd, http://twitpic.com/4uyn9 - I NEED THIS. RIGHT NOW. THIS IS ABSOLUTELY MINDDDD BLOWING  I love this. So much!,positive,,,,,
a539826f28,frustrated by my stupid iPhone I need a blackberry!!!!,negative,,,,,
5efc764068,Woo - got a fast mobile broadband connection now,neutral,,,,,
e133dbdc62, But I really want a Sporebat pet.,neutral,,,,,
e74af209c6,I m still at the mothers day lunch at my uncles house. Having a nice time!,positive,,,,,
aca7565010, Oh! I ate pizza last night too!  I stupidly feel closer to you somehow!,positive,,,,,
cac874449f," Oh right,sorry,now i get ya,But still 3000 email s,wow,cool",negative,,,,,
bff45fe27f,? I had great time in Boston. Thanks to my baby girl.   http://plurk.com/p/rplmy,positive,,,,,
60521a571e, my bad homie,negative,,,,,
3b6a25d97c,  i'm awake whats for breakfast lulu **** on a shingle ha ha ha,neutral,,,,,
bcf13877f7,Good morning everyone,positive,,,,,
c4a8602e0a," love this one, especially the shoes  anyway, gmn punya acc lookbook ya? http://lookbook.nu/look/92920",positive,,,,,
4e06f98760,shake shake shake shake shake it,neutral,,,,,
62aebe35b6,Raining again,neutral,,,,,
0237b6fd87,good morning world,positive,,,,,
c860b3f840,i hope that everyone has been having a great week.  let me know if you think im crazy for hating coffee XD.,neutral,,,,,
cfdb8ea6d8,back to br,neutral,,,,,
935a3c2bf5,Time to put the weapons on the charger for the night.  Sleep tight,neutral,,,,,
c1e33be64e,Using tiffys computer...it feels different from mine... the touch is different.,neutral,,,,,
000b3211af,And ... Happy Mother s Day to all Moms   You sure are the ? heart of mankind.,positive,,,,,
ffa3258a83, Are they both still talking to you then?,neutral,,,,,
10f2498c35,I want Crimson Gem Saga.  I will just go play RF Guerilla demo repeatedly. I (Mission Failed - YOU DIED) so many times from dicking around,neutral,,,,,
35674461fe, lol that was a great movie,positive,,,,,
4c086d6a58,will b having my last V tomorow   will have2live off of apples n not caffeine ;( n have2cut down on chocolate bye bye chocy,neutral,,,,,
d6a8cee69b,I was awoken by loud banging and it continues all day  Good thing I got an early rest last night!,neutral,,,,,
8e4553e921, Let s go!,neutral,,,,,
cbfe82ef26,feels really sick.,negative,,,,,
9fb92f7504,Hecks yeah. Jandy timsamlake is too rawesome!,positive,,,,,
49ffb6b465,**** internet jus cut me off!  was bout 2 shoot sum guys eye out  ~*~KANDI~*~,negative,,,,,
ed0ace22bf, u don t have school today????,neutral,,,,,
dc346c6f1c,Not only has it broken but it s Monday!!Does this mean Monday can be fix d?  ? http://blip.fm/~5jgio,negative,,,,,
178b3ca782,People at work are stressing me out.,negative,,,,,
0e83e0955a, rt i have had few hearts the past few days on etsy  boo hoo....totally the same for me too ((((((,neutral,,,,,
6d3596cdb3,love it when my sister brags! but she s too tired too spell bowling right! haha its ok I <3 her!!,neutral,,,,,
696a2abd8a,never trust someone else s battery operated power tools when you re in a hurry,positive,,,,,
26d169a9e9, Lol Your tweets are so funny! I met you in Calgary! You re awesome  Can t wait for the next HP movie!,positive,,,,,
52fd9f56fb,is off to work ... still 'recovering' from an amazing and beautiful weekend. Have I mentioned how incredible my friends are??,positive,,,,,
2f7b589c41, so s the smell of cigarettes and alcohol... at least *i * like it.,positive,,,,,
1620bd719e,All done. No more internship.,neutral,,,,,
6e805ea65a,RIP to officer Edwards. May GOD continue to bless his family. What s up wit cops killing cops. Seen the same thing happen on 'The WIRE'.,neutral,,,,,
08f6036add,"Invasion of the Old Ladies has just ended, still have to clean up not going to be able to make it to the tweetup tonight.",neutral,,,,,
ce4b5fe266, s current goal is to lose 10 pounds by next tuesday! 120 here i come   soooo ready for Gatlinburg!,positive,,,,,
792c97a352,my best friends bought something which i really want.,positive,,,,,
384a8c1c53," It depends on your goals & how much you want to spend  Cannondale, Specialized and Cervelo are all good brands.",positive,,,,,
8c08631422,On the phone to mum  http://tinyurl.com/otdn9u,neutral,,,,,
daed8640af, me tooo,neutral,,,,,
0c79867978,My net died so yeah....  I m sad now,negative,,,,,
fe588dce16, then am anticipating the next ten days!,neutral,,,,,
30b5985a07,i dont know why i follow sme of the ppl that i do... they e anoying and boring. * note to self -unfollow peeps on monday morning,negative,,,,,
c3e87ee9c0," yeah, when you start reaching your early-mid-20s",neutral,,,,,
5bbfbb31da,getting ready to babysit,neutral,,,,,
41cf23c2d2,Bad migrane and need to go to dancing tonight.... Not a good combination,negative,,,,,
e027169ec6,"Grinding Skyguard rep. This is less awful than I anticipated. Yet, still awful. Last tabard I need",negative,,,,,
6c843b2f56, i dunno if he saw it  happy birthday girl!,positive,,,,,
29736d30cc, I m looking forward too see and hear you in Norway!! Live fast!,neutral,,,,,
2da7ae1656, awesome,positive,,,,,
0927b99040, actually workin from home tonight...  you?,neutral,,,,,
a35cb60975, ****! I want to be at the beach in the sun,negative,,,,,
7e49648b99,OH. I am just so tired.,negative,,,,,
b7234b7720,"Well, my dog still isn t at the shelter. I hope someone good has him",positive,,,,,
5bbef6942a, Well tell me what fashion tips you need and I m your woman  hehehe,positive,,,,,
c9e5ca399a," Hello there, Taylor  I MISS YOU. Its been 2 months </3",negative,,,,,
d7607b8133,i wear a lot of white  http://tinyurl.com/dlbltg,negative,,,,,
2d5206550f, Always a good idea.,positive,,,,,
13632b763a,  I remember those days. I wasn t a big fan of Wesley but I really felt for you as a youngster dealing with all that. But you WON!,neutral,,,,,
f841b0e812,getting nails done!!! how relaxing! benji is only 24 hours away!!!!,positive,,,,,
09e0880c54," not here for long hun, head hurts",negative,,,,,
bf2419a824,At walmart playing hide and seek.,neutral,,,,,
2fac1b845b, whatever do you mean?,neutral,,,,,
15fb68bf9f,All of a sudden I m craving broccoli and cheese soup really bad... my mouth is watering envisioning a bread bowl in my head...,negative,,,,,
a93afddcdf, That it does  just wish more people would notice it,positive,,,,,
8ec2997024, your test works fine for me  tweetdeck is so cool eh?,neutral,,,,,
6559ad2e3e,"Wish you were here, babe",positive,,,,,
a2867122b8,This morning I rode behind a guy with a bird cage containing a plastic Tyrannosaurus rex attached to his bicycle. I couldn t get a photo.,negative,,,,,
17deedd7a4,"I love summer, but I oddly don t want this school year to end.",positive,,,,,
d27429521a, lolz at your modesty...***kix rox***...now all the gals will be lined up at your door,positive,,,,,
273aa26c3d,"morning, how is everone? sing to me  You tuck me in, Turn out the light, kept me safe and sound at night. (8)",positive,,,,,
c12a98d8f3,i so can t be bothered working tomorrow!,positive,,,,,
0a60d11178, kittens are cute then they grow up n become CATS,positive,,,,,
58b7571313, .. Guess ol  Tom has another mission impossible ... some of this is like trying to prove innocence .. I didn t get hugged,negative,,,,,
a25f8983ff, Hey I was scared last night at 3:17 because of you... and I had several bad nightmares,negative,,,,,
9b172f1737, gawd. People still remember the preggers comment. Hate you!,negative,,,,,
c016333e85,oh no my tweetdeck is malfunctioning :O il have web will its fixd,negative,,,,,
63ec4e7de6, heeeeey! You abandoned me here on Twitter momma dots?,neutral,,,,,
7796395821, yeah freakin sucks!!,negative,,,,,
4f2e517832,Off the a village May Fayre now.  Bag packed ready to bring back home-made goodies.,neutral,,,,,
b3b338bcd0,#followfriday _1001 cuz ive never been added to anyone s followfriday either  & cuz he s got a cool picture,positive,,,,,
add95c3198,Sooo tell me how I lost followerzzz,neutral,,,,,
c41d259d60, - thanks for the reply. Of course it doesn t really explain it  I googled it but found no explanation.,neutral,,,,,
3099b7261b,looking for people,neutral,,,,,
15892f296d,wishes that you would see not with your eyes but with your heart.  http://plurk.com/p/sv5bb,positive,,,,,
d12acf4e01, Awwww   i ve got some photos of cute bunnies,positive,,,,,
dad3160e52,long day and i still have to mow the lawn,negative,,,,,
598603422e,Shoot. Only 12 miles,neutral,,,,,
c3c79502f9, why has it been so long since i have talked to you let alone seen you?? it makes me sad,negative,,,,,
02b43cd23c,Happy mothers day mom  ?,positive,,,,,
058f39acca,I want cookies for breakfast! Luckily I m an adult and can do that!,positive,,,,,
90af5c843a,Mowing #6. I hate my lawn,negative,,,,,
200f2b3566," you shouldnt have to reset more than once  if it doesn t work right the first time, something is up",neutral,,,,,
85f882c027, yeah.. I left cause my pc can t run the client anymore. I had thought I would have a new one by now..,negative,,,,,
5496094dac,Feeling bad for  profile pic,negative,,,,,
866582d5a3,CAPONES island in 2 days!!! my summer is just starting...,neutral,,,,,
cb20977501,movie then sleep! Today was good day  [{H!--D3ff}],positive,,,,,
ddfc2cc8b3,Planing on going on a little ride on the mtb on monday  may be in over to the tower...,neutral,,,,,
0de656eac1,**** fiesta at my house in my mouth  hit me up for the password,neutral,,,,,
6be59d11d8,the live version is so much better  ? http://blip.fm/~79my3,neutral,,,,,
31d260e718, There s no pause button in the game of life.,neutral,,,,,
b22aff92be," that s black market material right there, my friend!",neutral,,,,,
96cc75e508,is getting married in Vegas in November by an Elvis impersonator am so happy!!!,positive,,,,,
664d148574, tried to join the chat but the site would not let me sign in,negative,,,,,
6872aea3a9, where is home??,neutral,,,,,
21d77a32fb,singing songs and filming movies  what i do best,positive,,,,,
5d8cc77f93,Their songs make me want to cry..,negative,,,,,
803e9c0931,While driving u come across aggressive driving behaviour by another driver. U should... Chase the car 2 tell the driver how to drive,negative,,,,,
16ca8a5ecc,The Mediteranian Kitchen...oh well can t get them all right.,neutral,,,,,
038c049e2a, what s wrong?,neutral,,,,,
28e1999323, Wasn **** totally awesome?  Seeing the rebooted crew was so nice!,positive,,,,,
438a7d203a,"_d thats good to know, and I bet he looks just like you.",positive,,,,,
0117a03b6d,_43 HAHHAHAH that really made me laugh out loudd! ahahahahahahahahah your fuunny!!,positive,,,,,
cad99e531f,i so wish i could get pregnant!!,positive,,,,,
4987bf323b, im trying to fix it.. it doesnt do it  and its 'ahi dios mio' but u did good lol,positive,,,,,
ba3e84e67f, Hiya! Missed you too! What have you been up to?,negative,,,,,
b2dc59805a,out to play,neutral,,,,,
797aa81fda,Really sick,negative,,,,,
0ea64bcbe6,yay  my  only on sundays  maid came!! the house will be clean again!!!,neutral,,,,,
4e7fb463e0,"Thx, Robban  http://www.sk-gaming.com/match/17905",positive,,,,,
b33c27ad85, thanks JK!!!  Love ya to death,positive,,,,,
50eb2a08c3,Going to Al Ain.  Need to check out one store. Hope i find things that I m looking for.,positive,,,,,
0ee55890a7,Geeze- I m just wondering what is wrong with some people. I either need to go for a run or go to sleep. Tomorrow should be a fun day.,neutral,,,,,
eb9c11eb52,So my parents are too busy making me feel like **** to realise that I ve got worse and need to see a doctor again. No sleep sucks,negative,,,,,
cf16d0c659," G night Jonathan! I tried to stay up, I really did. I can t wait till ur in my timezone! Will be so much easier then!",positive,,,,,
f7aa65a988,Prom is so over rated!! Irritated... Going to bed goodnight,negative,,,,,
b8a3fea60e,"Look, everyone! I m a bad boy! I m ranked higher than Meghan McCain!  http://tinyurl.com/oj76mz",neutral,,,,,
5389177883,_rain i wanna see her hair  hows everyone?,neutral,,,,,
e59fd12277, Or FTRH -- For The Ride Home,neutral,,,,,
264f1af9a0," english screwed up my overall percentage in X, in XII again and probably in adm tests too. **** happens.",negative,,,,,
d19724f22f, i want chinese food really baaad.,positive,,,,,
9d4dfb1f9e,is downloading songs  http://plurk.com/p/rp8wx,neutral,,,,,
e6b380cd3d," I almost said, 'and grammer no exist either' grunt.  But I stopped myself",neutral,,,,,
993c6eadd2,"_d you re gonna take good care of that little baby and he s gonna be a strong boy, that s for sure",positive,,,,,
7993d38b85, ha! lemme know what you find (tho I suspect it will be a lot of complaints). Have a peaceful night my friend,positive,,,,,
42caab438e,seeing shane dawson videos,neutral,,,,,
b5e7df1efe,  sad face.,negative,,,,,
017a0bbb36,Aaaaahhhh.... Friday!!!! but.......     Funeral at 5,negative,,,,,
12cfea907c,Already misses ,negative,,,,,
43449f0068,"_laura_LP ok thanks for the help! I hope they respond to me sooner or later, then! thanks!",positive,,,,,
795556dc39,  out of commish for a few days in ATL with fam.  Just saw the updates to the .net website... Looks AWESOME!,positive,,,,,
38e8111514," awww that sucks  also, when i finish uni, you should totally have a mini housewarming. yes, work it around my schedule, LOL.",negative,,,,,
18ee9d146c,at famous dave s with my mom. so hungry.,neutral,,,,,
f5e9c0eef2, I would vote for you Miley but I live in Ireland  You ll be fine  Good luck! Slï¿½n!(bye in irish ) Sorcha xxxx,positive,,,,,
434e673353,"home for the nite, sleeping on the pull out bed with Maggie. wishing it was _durden  I got to find a apt",neutral,,,,,
8b8932427d,"Oh..Summer begins..yay..  The fighting, Crying and stress has started with the kids..It s only been 3 hrs since they got out.",negative,,,,,
c5f383c0a0,I feel so deflated. No more doggy.,negative,,,,,
1.03E+211, sad about young love coming to an end  They were sooo cute together!,neutral,,,,,
8def10379e, Omg really??  I sowwy! I ll do it again! :-p I was tired when I did that this morning. :-p lol!,negative,,,,,
74af7e0835,"owww, back pain  hm, walmart or no? i could get cupcakes~",negative,,,,,
bb53ba1a89, i can t believe that you guys are gonna stay just one day here in Rio de Janeiro again,neutral,,,,,
11c5c7850b,Making my boyfriend look different.  He s  cute no matter what. <3,positive,,,,,
455ef3e9b6, LOL thx,positive,,,,,
d761530c7f,is working until 11 tonight  http://plurk.com/p/x2kbv,neutral,,,,,
ed1e06027c, well there go my peace corps prospects.,positive,,,,,
47b4e91e39,rmbr the time when we torned for the night in sentosa? I was the only one who didnt have to spit out the ' 3 unknown facts' abt myself,neutral,,,,,
0b39781a5a," Good idea! I ll have to remove all the old receipts, tissue paper and other nonsense before I can take a pic",positive,,,,,
8fbd0b19e6,"whatever will be, will be",neutral,,,,,
8429087609,Wango tango!!! Good night all,neutral,,,,,
7900f25fbc, i m not in the best financial situation myself at the moment. i m beyond broke. my money is spend as soon as i earn it atm,negative,,,,,
312868ebb2, hello you!  you should totally go to the biggest shopping center in Europe and we can go shopping together   ****,neutral,,,,,
5f2c04acd4,Fixing openbox theme a little,neutral,,,,,
55b8e44c02,Selling my laptop for CHEAP if anyone s interested!  17' Toshiba 1.3gig ram,neutral,,,,,
106aa6d022,"If recent experience is anything to go by, I fear I might be going off Indian food. This is not good, people. Not good",negative,,,,,
4975dbda48, i wish i wasn t all  bummed but i kinda am,positive,,,,,
a3145ba47e, Hey Mitchel when will you be live again? I didn t get a chance to call you,negative,,,,,
7e19629684,looking at the sunshine out of my office window,neutral,,,,,
3495e809b3,Back is SORE... should not have done that jump last night,negative,,,,,
a1b67a24aa, We are working,neutral,,,,,
a0b1828b67,Brides a la mode' pow wow first thing this morning   This past weekend s lovely wedding fresh in my mind... pics soon!,positive,,,,,
311985067b,"Just got my paycheck... April bonus can b deposited 2day the rest, gotta wait til Mon.",neutral,,,,,
c392253b42,nope no way in to stop  just have to put up wiv it,neutral,,,,,
62f3e63c1a,I recommend returning your broken duck toy with the batteis it came with or the person who your giving it to may get mad!!  trust me!,neutral,,,,,
2942ed51f6," Not so much a substitute as a variation. Ate too much, too. Oof",neutral,,,,,
03798acf38,"such beautiful weather.. .why are u sick, baby ?  @ tanapolis",positive,,,,,
fd1ebb37c3, Oui mademoiselle. You can barely turn around these days without bumping into one.,neutral,,,,,
478a005e7c,Flickr pics Chester Zoo: danwtmoon posted a photo:   'WELCOME' to Chester Zoo by Jockey  http://tinyurl.com/cq7qw8,neutral,,,,,
9608ece440,Woke up and watched Jon and Kate plus eight. I tried to pretend like they were still a normail family,neutral,,,,,
e6b24b7014, your e a freak,neutral,,,,,
105b761a2c, i dont even know now lenaaa  when you going clothes show?,neutral,,,,,
cca7cce9c8,_jane yay! buti nagustuhan nyo. isang bar lang enclosed ko sa mail.  to test if matutunaw or hindi. next time uli.,neutral,,,,,
